"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","Aire geographique","IDA"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77531","SEINE-ET-MARNE","Voulx","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77530","SEINE-ET-MARNE","Voulton","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77529","SEINE-ET-MARNE","Voulangis","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77528","SEINE-ET-MARNE","Voisenon","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77527","SEINE-ET-MARNE","Voinsles","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77526","SEINE-ET-MARNE","Vincy-Maneuvre","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77525","SEINE-ET-MARNE","Vinantes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77524","SEINE-ET-MARNE","Vimpelles","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77523","SEINE-ET-MARNE","Villuis","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77522","SEINE-ET-MARNE","Villiers-sur-Seine","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77521","SEINE-ET-MARNE","Villiers-sur-Morin","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77520","SEINE-ET-MARNE","Villiers-sous-Grez","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77519","SEINE-ET-MARNE","Villiers-Saint-Georges","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77518","SEINE-ET-MARNE","Villiers-en-Biere","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77517","SEINE-ET-MARNE","Villevaude","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77515","SEINE-ET-MARNE","Villeroy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77514","SEINE-ET-MARNE","Villeparisis","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77513","SEINE-ET-MARNE","Villenoy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77512","SEINE-ET-MARNE","Villeneuve-sur-Bellot","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77511","SEINE-ET-MARNE","Villeneuve-sous-Dammartin","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77510","SEINE-ET-MARNE","Villeneuve-Saint-Denis","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77509","SEINE-ET-MARNE","Villeneuve-les-Bordes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77508","SEINE-ET-MARNE","Villeneuve-le-Comte","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77507","SEINE-ET-MARNE","Villenauxe-la-Petite","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77506","SEINE-ET-MARNE","Villemer","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77505","SEINE-ET-MARNE","Villemareuil","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77504","SEINE-ET-MARNE","Villemarechal","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77501","SEINE-ET-MARNE","Villecerf","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77500","SEINE-ET-MARNE","Villebeon","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77516","SEINE-ET-MARNE","Ville-Saint-Jacques","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77498","SEINE-ET-MARNE","Vignely","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77496","SEINE-ET-MARNE","Vieux-Champagne","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77495","SEINE-ET-MARNE","Vert-Saint-Denis","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77494","SEINE-ET-MARNE","Vernou-la-Celle-sur-Seine","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77493","SEINE-ET-MARNE","Verneuil-l'etang","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77492","SEINE-ET-MARNE","Verdelot","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77491","SEINE-ET-MARNE","Veneux-les-Sablons","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77490","SEINE-ET-MARNE","Vendrest","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77489","SEINE-ET-MARNE","Vaux-sur-Lunain","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77487","SEINE-ET-MARNE","Vaux-le-Penil","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77486","SEINE-ET-MARNE","Vaudoy-en-Brie","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77485","SEINE-ET-MARNE","Vaudoue","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77484","SEINE-ET-MARNE","Vaucourtois","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77483","SEINE-ET-MARNE","Varreddes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77482","SEINE-ET-MARNE","Varennes-sur-Seine","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77481","SEINE-ET-MARNE","Vanville","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77480","SEINE-ET-MARNE","Valence-en-Brie","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77479","SEINE-ET-MARNE","Vaires-sur-Marne","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77478","SEINE-ET-MARNE","Ussy-sur-Marne","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77477","SEINE-ET-MARNE","Ury","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77476","SEINE-ET-MARNE","Trocy-en-Multien","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77475","SEINE-ET-MARNE","Trilport","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77474","SEINE-ET-MARNE","Trilbardou","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77473","SEINE-ET-MARNE","Treuzy-Levelay","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77472","SEINE-ET-MARNE","Tretoire","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77471","SEINE-ET-MARNE","Tousson","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77470","SEINE-ET-MARNE","Tournan-en-Brie","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77469","SEINE-ET-MARNE","Touquin","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77468","SEINE-ET-MARNE","Torcy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77467","SEINE-ET-MARNE","Tombe","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77466","SEINE-ET-MARNE","Tigeaux","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77465","SEINE-ET-MARNE","Thoury-Ferottes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77464","SEINE-ET-MARNE","Thorigny-sur-Marne","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77463","SEINE-ET-MARNE","Thomery","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77462","SEINE-ET-MARNE","Thieux","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77461","SEINE-ET-MARNE","Thenisy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77460","SEINE-ET-MARNE","Tancrou","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77459","SEINE-ET-MARNE","Sourdun","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77458","SEINE-ET-MARNE","Souppes-sur-Loing","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77457","SEINE-ET-MARNE","Solers","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77456","SEINE-ET-MARNE","Soisy-Bouy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77455","SEINE-ET-MARNE","Soignolles-en-Brie","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77454","SEINE-ET-MARNE","Sognolles-en-Montois","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77453","SEINE-ET-MARNE","Sivry-Courtry","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77452","SEINE-ET-MARNE","Sigy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77451","SEINE-ET-MARNE","Signy-Signets","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77450","SEINE-ET-MARNE","Servon","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77449","SEINE-ET-MARNE","Serris","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77448","SEINE-ET-MARNE","Sept-Sorts","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77447","SEINE-ET-MARNE","Seine-Port","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77446","SEINE-ET-MARNE","Savins","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77445","SEINE-ET-MARNE","Savigny-le-Temple","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77444","SEINE-ET-MARNE","Sancy-les-Provins","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77443","SEINE-ET-MARNE","Sancy","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77442","SEINE-ET-MARNE","Samoreau","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77441","SEINE-ET-MARNE","Samois-sur-Seine","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77440","SEINE-ET-MARNE","Sammeron","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77439","SEINE-ET-MARNE","Salins","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77433","SEINE-ET-MARNE","Saints","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77404","SEINE-ET-MARNE","Sainte-Colombe","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77401","SEINE-ET-MARNE","Sainte-Aulde","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77438","SEINE-ET-MARNE","Saint-Thibault-des-Vignes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77437","SEINE-ET-MARNE","Saint-Soupplets","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77436","SEINE-ET-MARNE","Saint-Simeon","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77435","SEINE-ET-MARNE","Saint-Sauveur-sur-ecole","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77434","SEINE-ET-MARNE","Saint-Sauveur-les-Bray","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77432","SEINE-ET-MARNE","Saint-Remy-la-Vanne","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77431","SEINE-ET-MARNE","Saint-Pierre-les-Nemours","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77430","SEINE-ET-MARNE","Saint-Pathus","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77429","SEINE-ET-MARNE","Saint-Ouen-sur-Morin","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77428","SEINE-ET-MARNE","Saint-Ouen-en-Brie","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77427","SEINE-ET-MARNE","Saint-Mesmes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77426","SEINE-ET-MARNE","Saint-Mery","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77425","SEINE-ET-MARNE","Saint-Martin-en-Biere","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77424","SEINE-ET-MARNE","Saint-Martin-du-Boschet","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77423","SEINE-ET-MARNE","Saint-Martin-des-Champs","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77421","SEINE-ET-MARNE","Saint-Mars-Vieux-Maisons","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77420","SEINE-ET-MARNE","Saint-Mard","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77419","SEINE-ET-MARNE","Saint-Mammes","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77418","SEINE-ET-MARNE","Saint-Loup-de-Naud","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77417","SEINE-ET-MARNE","Saint-Leger","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77416","SEINE-ET-MARNE","Saint-Just-en-Brie","BriedeMeaux","1459"
"BriedeMeaux","Vache","Pâte molle à croûte fleurie","Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne","1980","77415","SEINE-ET-MARNE","Saint-Jean-les-Deux-Jumeaux","BriedeMeaux","1459"
